altura,peso
174.42,54.5
172.35,51.51
174.72,54.49
173.23,61.22
160.23,49.79
170.9,55.72
180.89,59.64
180.38,63.0
177.5,64.91
170.67,54.97
174.66,59.1
169.75,54.67
179.22,59.9
176.98,63.91
170.09,55.49
174.44,52.45
168.64,54.93
177.34,56.84
172.75,56.62
170.05,53.74
180.24,65.35
168.33,57.49
173.27,52.19
169.07,51.01
175.36,62.43
174.45,59.76
175.04,52.31
172.79,55.85
174.36,50.56
172.68,54.79
166.93,55.8
174.01,56.8
174.61,53.77
166.88,54.97
173.06,57.58
175.69,46.66
179.52,55.49
174.85,53.88
176.8,59.17
171.23,57.52
181.36,70.29
176.72,59.01
175.37,52.97
174.2,65.25
169.9,57.4
170.5,50.43
172.3,50.78
178.99,62.93
172.18,64.75
176.74,64.97
170.6,56.76
170.53,49.28
174.75,60.25
171.81,57.93
164.35,50.49
172.93,60.7
171.62,56.35
163.29,46.49
164.73,50.78
186.05,62.66
164.83,51.85
171.28,60.36
167.07,53.53
179.59,66.22
171.51,57.12
170.22,52.98
173.14,51.63
172.71,67.73
174.07,50.13
171.53,54.48
170.94,55.87
171.8,61.04
174.04,62.98
172.8,57.99
170.91,53.77
173.81,58.04
177.12,56.94
177.11,57.7
177.12,69.13
177.75,62.29
175.04,54.24
169.43,55.46
174.36,61.85
171.62,61.79
171.07,56.08
170.13,48.82
166.23,61.5
174.79,58.82
170.6,48.93
178.53,68.45
169.23,63.26
163.56,52.25
170.78,51.0
176.97,71.09
173.83,58.01
172.75,59.52
179.85,61.35
179.09,55.69
177.82,53.35
167.81,46.02
172.41,52.78
176.18,57.58
176.0,63.4
171.08,60.39
168.03,50.32
171.38,52.33
174.16,55.27
183.9,71.41
170.9,58.32
167.0,55.63
167.41,60.07
171.01,60.67
170.3,50.85
170.72,55.65
168.89,49.55
175.94,55.57
177.99,67.88
177.16,64.03
169.55,63.38
166.39,51.95
185.76,58.0
166.04,57.04
183.07,64.53
171.85,54.79
180.69,67.8
176.71,62.85
173.93,52.73
174.37,61.4
176.01,66.44
167.51,59.8
172.43,62.32
167.67,48.77
164.33,56.31
174.66,50.59
178.16,58.79
165.84,57.39
170.26,59.21
183.35,69.82
173.54,59.4
166.06,51.89
180.31,57.52
176.1,57.1
172.94,56.85
172.03,53.37
176.33,57.24
167.29,50.83
177.71,68.79
172.49,56.32
174.72,59.27
166.99,54.09
183.81,60.21
173.2,58.71
177.41,59.19
174.69,59.91
177.4,53.3
173.26,49.27
170.06,57.67
169.82,55.52
168.04,53.97
171.33,56.81
171.7,55.29
169.55,54.78
154.59,48.17
168.14,48.94
166.82,55.37
175.26,53.25
172.79,63.9
178.61,67.72
164.83,56.96
166.48,59.55
174.45,54.81
168.92,55.8
170.35,64.93
173.6,55.76
172.02,53.71
181.03,60.69
167.7,52.61
171.82,53.35
179.1,60.37
167.16,50.46
172.03,61.2
178.74,64.73
170.51,58.44
171.97,57.57
170.62,52.3
172.99,61.87
177.88,63.36
172.07,60.17
162.62,59.68
166.93,49.74
183.65,62.66
173.98,60.14
174.98,57.33
170.18,60.74
173.03,62.22
176.16,61.61
167.5,59.22
175.65,60.78
175.22,60.36
169.02,49.88
170.2,60.1
180.59,57.57
172.9,56.43
176.52,66.46
178.35,63.92
171.67,60.38
171.63,62.64
176.34,62.46
173.44,61.98
177.11,67.8
177.61,62.62
174.75,51.49
175.49,59.35
174.81,57.09
174.73,51.61
173.25,53.94
164.73,51.91
173.82,56.24
173.78,61.54
173.96,44.38
172.16,59.14
169.47,62.76
168.09,56.88
172.91,53.8
173.72,49.83
168.57,54.47
159.71,39.31
174.71,64.69
178.63,61.48
165.7,59.01
178.05,64.23
184.36,56.82
175.14,59.7
178.01,58.55
169.18,49.21
178.11,63.11
175.2,65.93
166.15,57.11
179.93,57.37
165.76,54.07
171.68,55.79
176.15,58.73
176.26,64.38
161.94,49.43
172.62,53.63
178.19,64.17
177.92,61.96
167.8,47.73
180.54,58.0
169.19,60.93
169.83,63.77
178.46,57.98
167.38,50.33
173.46,50.88
165.0,53.4
170.46,60.56
171.17,54.42
163.22,52.58
175.95,59.42
172.4,54.99
166.46,55.13
180.56,59.19
171.11,57.78
166.15,52.5
172.8,57.79
169.48,61.19
172.78,59.6
171.11,53.14
175.1,52.87
174.19,57.75
164.44,52.25
168.34,51.75
177.08,59.69
174.1,62.3
181.23,61.28
170.73,62.29
165.34,51.36
171.45,50.55
179.84,62.72
169.54,57.54
170.96,61.52
175.68,58.45
176.16,63.47
164.88,45.93
171.92,60.17
175.85,60.77
171.53,62.91
186.63,71.01
172.89,58.14
167.18,56.82
175.29,60.29
177.1,61.05
179.14,51.76
170.85,52.11
175.27,60.28
172.5,60.39
170.05,62.36
172.82,53.65
182.71,60.4
173.4,57.82
170.74,60.47
179.88,68.79
172.65,59.62
172.37,53.04
169.57,59.09
174.46,55.4
174.12,53.78
179.43,61.71
163.95,45.98
178.33,63.35
165.73,55.61
179.22,64.77
178.35,54.28
175.94,59.01
174.54,64.65
177.37,68.26
172.59,56.9
169.4,60.17
169.4,49.46
174.9,49.2
169.57,51.58
176.47,56.8
175.68,61.57
168.07,56.88
166.43,54.7
166.4,56.35
170.42,59.71
178.45,59.35
168.23,56.0
173.93,56.84
177.07,61.42
172.5,61.35
168.66,58.04
172.27,53.35
168.12,54.88
171.28,55.47
175.77,54.87
167.91,56.25
167.1,51.62
179.79,66.03
174.21,56.35
174.17,48.2
169.95,52.01
173.33,53.0
178.64,62.28
168.52,55.08
176.58,63.12
173.33,62.74
174.79,58.39
171.36,63.91
173.71,65.37
169.36,58.25
174.78,57.54
176.36,59.5
169.29,56.87
169.81,55.75
174.68,66.25
164.16,51.58
174.54,64.91
174.63,60.54
168.95,51.26
173.67,48.19
158.37,41.77
175.08,58.56
182.08,58.57
168.46,49.97
176.55,59.71
171.2,63.35
170.66,51.0
170.67,61.43
177.52,61.26
172.0,59.85
175.75,55.79
173.81,57.52
181.66,61.3
167.73,56.59
169.55,50.24
172.66,60.18
178.91,67.15
170.11,58.63
163.58,55.59
171.96,58.34
172.88,56.97
176.87,56.39
171.31,52.82
167.36,52.6
176.56,56.55
161.65,53.34
169.64,53.22
171.12,65.56
164.53,66.27
175.73,55.66
168.31,53.88
174.38,55.23
175.62,73.36
174.41,55.9
179.26,60.22
171.58,57.5
174.54,59.3
170.21,54.86
171.11,57.77
173.14,67.07
177.32,64.13
169.5,52.48
167.56,51.81
168.3,56.73
178.12,56.25
168.45,54.55
175.0,56.62
175.84,58.5
180.76,65.13
162.88,61.13
180.77,69.24
169.96,54.43
169.27,53.91
168.97,56.17
178.99,65.83
167.49,55.57
169.42,60.44
164.08,51.37
170.76,56.38
172.11,63.54
166.71,50.77
177.15,61.56
177.16,56.95
167.96,55.06
176.71,60.85
176.47,58.78
175.9,61.62
167.34,52.64
167.27,53.23
176.61,63.0
171.96,54.04
168.45,59.96
166.84,50.67
169.81,64.62
175.45,54.48
169.32,50.14
169.12,57.74
171.98,59.9
173.21,52.76
169.8,53.1
175.24,56.36
175.17,59.12
180.17,62.32
176.63,60.45
167.99,48.63
167.71,49.9
178.42,67.96
172.37,53.48
170.77,57.17
171.45,51.69
180.93,63.6
177.52,68.82
172.36,53.3
175.84,58.64
166.0,54.73
166.44,51.15
179.96,58.98
165.53,50.8
166.01,48.77
164.53,57.86
165.29,54.05
168.46,49.89
178.46,58.82
173.89,61.32
171.0,60.72
176.62,60.15
169.48,50.54
175.37,49.73
171.79,55.95
171.91,59.39
170.7,60.11
174.19,51.43
177.33,56.25
170.88,50.68
179.76,63.82
163.57,51.12
171.02,54.23
174.16,62.48
178.13,58.16
179.08,50.71
171.94,61.61
168.03,56.03
170.31,55.08
170.56,60.23
172.88,59.8
168.66,64.41
174.61,55.83
173.45,58.74
173.98,67.19
176.83,59.71
166.28,53.77
173.83,46.42
168.19,53.59
180.73,62.15
166.37,48.22
178.99,63.62
171.7,55.79
176.04,55.89
166.8,55.45
171.11,53.27
173.93,62.55
177.11,60.93
174.86,53.38
175.75,58.84
174.02,60.43
168.41,51.27
183.27,56.67
173.52,58.39
168.2,45.26
164.1,54.79
178.39,57.67
174.59,65.52
176.52,59.96
170.82,62.48
181.51,64.09
172.08,63.3
174.75,58.16
169.86,54.03
173.93,54.81
164.75,52.83
172.51,63.32
172.32,62.61
176.23,56.65
170.04,57.74
171.35,53.28
177.79,60.25
171.34,56.07
162.79,62.77
168.6,55.78
178.11,55.51
171.05,55.03
178.17,61.84
175.36,56.2
170.26,48.77
164.74,59.05
167.49,49.7
164.32,52.58
158.83,49.7
172.17,56.35
173.42,60.48
167.48,53.74
171.41,54.59
172.24,59.46
177.91,58.96
167.89,55.23
172.4,65.85
165.21,60.8
165.0,47.85
164.66,50.89
178.02,62.22
179.6,64.74
169.67,56.0
170.54,54.82
170.29,61.67
173.96,67.34
183.69,65.72
168.86,63.21
169.74,49.5
177.98,61.41
170.73,51.62
170.5,67.37
173.77,65.72
167.71,52.13
169.79,52.13
175.12,55.7
175.05,60.57
166.6,59.85
166.4,54.73
175.95,66.07
176.72,59.32
172.37,53.91
183.73,60.61
170.72,47.26
174.84,53.28
173.89,66.17
173.16,61.52
177.02,58.58
170.5,67.93
178.72,60.83
181.54,65.29
174.03,60.09
177.97,67.78
172.83,60.15
171.38,60.62
179.24,66.89
171.81,45.37
183.46,63.6
171.33,54.83
170.12,49.62
170.91,61.77
167.71,52.22
162.96,59.01
172.18,59.79
180.49,56.75
174.12,67.59
180.63,58.62
165.67,54.67
170.53,55.89
172.67,53.25
171.32,48.52
171.67,54.27
171.2,60.83
177.18,58.93
172.17,59.04
165.14,48.48
175.23,57.47
172.32,52.5
180.12,59.04
173.86,50.26
160.63,54.36
169.55,51.31
167.97,53.74
169.09,61.55
173.83,50.56
173.05,58.65
166.78,53.07
174.36,58.34
170.23,62.53
168.62,61.46
171.28,51.21
170.24,64.92
180.31,62.11
163.77,51.71
168.88,55.02
173.45,59.16
167.94,60.73
174.59,69.54
171.75,55.95
167.62,47.73
182.35,65.42
177.19,70.75
171.83,50.66
164.66,57.07
173.7,55.11
173.63,58.81
171.62,52.74
171.97,56.85
178.89,75.17
168.34,60.49
174.28,65.99
177.74,61.61
176.24,59.07
161.01,51.72
173.74,53.35
167.38,56.05
168.29,56.69
173.83,59.45
173.81,69.03
171.31,53.81
174.65,50.92
167.33,57.95
171.14,54.63
170.69,47.54
182.18,54.09
173.55,57.08
175.44,59.59
178.81,56.86
173.91,53.68
179.71,58.88
173.36,57.45
176.33,58.53
172.1,61.16
174.71,68.28
175.09,60.08
163.48,59.43
176.4,68.9
174.51,55.58
175.71,57.72
186.25,67.1
175.29,49.36
165.61,57.95
171.84,59.1
174.22,56.46
178.19,72.23
178.7,59.16
170.56,65.4
183.18,62.08
163.93,48.05
175.11,59.82
173.19,58.78
184.64,55.2
173.29,58.2
178.83,59.23
165.94,57.16
165.84,49.8
166.6,49.8
165.83,58.07
177.59,60.05
169.16,57.97
175.89,60.69
174.8,56.35
174.74,55.38
170.67,57.86
173.75,64.59
179.28,61.41
173.74,64.91
180.23,63.06
177.44,54.78
166.66,58.67
166.09,43.79
172.6,58.17
177.93,55.9
173.18,61.2
174.75,52.93
171.11,53.84
179.38,57.03
182.36,71.77
168.99,53.07
165.35,60.96
164.49,58.43
175.35,59.37
166.23,49.86
168.03,50.06
176.66,62.99
164.92,52.67
172.1,55.61
175.39,65.16
164.93,42.91
178.27,59.35
172.03,67.49
171.01,59.28
177.06,68.57
181.32,65.74
171.02,60.15
174.05,54.74
178.31,53.18
169.14,53.11
175.31,59.54
174.72,56.22
175.42,54.46
178.14,57.6
177.09,61.86
176.21,59.54
175.41,60.02
177.94,60.17
173.6,60.37
171.51,55.09
178.0,60.6
173.13,64.43
169.58,60.39
171.19,54.26
175.87,58.72
160.98,55.24
174.06,58.89
168.19,59.52
169.86,61.92
171.14,51.48
169.32,60.53
172.93,60.54
167.57,61.47
167.29,55.49
171.92,56.56
175.58,57.45
180.95,57.73
175.45,56.99
175.44,58.51
167.05,55.23
176.53,64.84
175.79,58.62
167.97,58.47
168.79,49.44
166.19,58.58
173.68,59.88
175.92,57.24
174.14,59.73
177.37,69.36
174.15,61.66
177.54,61.42
170.76,57.6
173.43,68.72
171.98,54.85
174.33,65.28
168.26,67.27
167.46,44.63
174.37,61.08
171.87,41.4
173.11,58.58
162.03,52.79
166.27,58.46
179.71,61.39
168.39,54.36
168.08,60.01
178.36,58.81
173.69,61.59
174.56,54.18
175.35,59.57
175.85,54.21
174.63,64.76
174.52,64.45
172.47,56.84
176.8,66.43
169.7,58.57
165.14,45.61
171.08,59.5
160.11,50.85
174.75,53.11
174.48,59.97
168.59,56.05
173.72,56.21
169.83,56.16
176.9,59.12
175.23,58.38
174.5,59.61
170.34,50.33
170.54,54.82
168.44,57.98
176.99,63.71
168.26,53.32
169.65,62.99
177.75,60.12
173.24,65.76
172.23,64.05
181.6,66.66
182.39,62.13
172.3,62.2
173.59,58.52
175.48,53.08
169.57,63.98
166.13,57.47
166.47,54.36
175.41,50.67
172.2,53.48
181.34,53.86
169.42,59.82
176.97,63.87
175.85,62.91
180.28,64.91
171.84,58.77
166.64,53.41
171.02,61.59
176.58,58.1
171.87,55.14
170.76,59.23
170.52,53.73
170.9,54.19
168.79,52.82
173.79,64.66
170.55,55.73
159.98,51.44
161.72,59.46
165.83,47.4
163.32,48.23
167.92,47.17
167.42,57.09
172.28,57.05
177.48,59.45
168.25,51.19
167.77,55.03
166.46,54.22
171.87,65.38
173.5,54.01
179.68,62.48
170.35,55.53
177.51,65.87
175.88,64.09
173.36,52.38
170.41,62.78
175.42,51.16
173.56,59.64
175.11,61.14
176.77,52.38
181.07,71.46
168.72,57.71
174.33,59.8
168.19,50.45
171.39,52.95
163.86,39.24
171.04,57.59
171.23,57.06
172.46,57.22
165.33,55.55
179.27,63.08
178.48,56.25
172.96,62.87
177.92,60.43
170.57,52.31
172.4,57.87
183.49,65.33
178.33,59.6
174.68,60.79
175.18,55.78
170.06,50.67
177.04,59.9
162.91,42.23
181.77,69.45
174.91,69.69
169.66,57.8
163.94,51.64
177.82,64.75
175.77,65.88
175.5,63.9
170.68,47.82
172.64,47.97
177.86,63.48
169.87,55.61
163.7,59.43
173.35,61.39
177.98,69.33
170.12,51.7
178.73,63.63
174.39,66.43
177.68,63.96
173.95,58.07
181.0,74.64
172.24,59.11
161.51,53.21
171.22,61.38
173.25,58.27
174.99,56.67
167.79,53.45
166.78,56.01
176.27,60.47
167.44,49.38
164.54,46.44
171.68,53.38
180.34,67.7
176.49,55.17
173.95,72.21
172.96,60.62
176.48,55.49
179.08,64.09
176.75,63.53
176.06,56.3
173.72,63.5
158.08,43.01
177.54,67.25
172.9,66.46
175.57,50.39
177.68,57.3
172.55,62.54
176.08,58.99
169.35,64.22
172.63,56.16
175.76,59.4
173.12,52.15
172.8,52.72
173.83,46.66
171.06,46.92
174.36,57.89
164.68,51.14
162.84,50.59
171.5,45.85
169.49,58.36
174.65,59.96
174.0,55.8
171.07,55.75
169.28,56.14
170.46,54.66
172.53,63.51
166.9,52.71
171.85,62.66
174.25,60.87
176.04,59.38
170.46,62.36
166.6,47.14
171.88,63.18
174.34,50.85
164.5,41.82
171.71,54.75
170.99,57.54
168.94,55.71
177.62,61.59
171.73,59.66
166.96,54.89
170.93,53.97
169.78,54.76
172.5,62.15
165.96,49.88
170.45,57.77
168.64,59.53
167.06,53.78
167.86,55.52
172.6,62.08
160.81,51.52
178.06,55.82
177.11,59.11
171.77,53.94
175.85,50.52
171.16,52.62
179.54,66.57
181.41,64.12
174.25,51.13
165.15,54.55
173.28,62.4
168.11,55.47
171.06,55.58
177.45,61.07
174.32,55.11
175.29,59.3
174.19,52.98
177.88,61.29
172.37,59.35
170.36,58.35
170.82,55.17
173.88,62.65
167.85,50.27
166.61,47.51
174.16,53.93
177.03,64.97
169.35,49.16
156.44,45.27
166.12,51.79
173.86,57.87
169.51,53.72
183.4,69.97
173.91,55.23
178.06,64.63
168.88,50.92
170.67,55.07
165.68,55.05
170.19,57.69
172.02,48.82
178.03,69.14
167.83,58.12
169.96,66.24
174.38,53.37
172.1,61.45
168.56,59.65
171.77,57.98
173.28,55.98
171.64,62.06
170.24,62.5
171.63,64.23
166.76,49.63
166.24,46.5
178.63,74.34
175.48,53.93
173.57,57.5
168.38,61.05
173.14,54.82
167.75,61.8
179.03,66.91
169.36,56.94
169.3,52.34
176.88,63.9
171.92,49.02
169.13,44.45
173.6,54.11
175.08,50.99
174.08,66.25
181.31,60.5
178.1,69.16
168.3,59.1
176.62,70.49
171.37,63.42
168.94,54.06
177.6,62.73
172.19,48.67
169.76,49.15
180.33,53.51
169.38,58.97
165.92,47.93
171.09,52.19
162.67,47.03
170.83,53.11
179.92,58.75
175.79,58.6
167.42,54.07
175.01,58.22
174.33,60.43
166.04,55.04
168.29,49.83
175.72,59.23
176.63,53.94
169.33,55.45
176.16,59.67
167.62,47.04
171.58,60.98
167.52,59.04
177.16,49.63
173.05,54.63
163.91,52.15
167.53,60.17
178.5,54.58
173.5,60.32
177.63,62.05
174.66,58.42
174.45,64.8
173.56,60.39
172.82,65.0
172.6,53.1
166.92,53.68
183.2,56.41
169.67,53.85
171.43,56.06
169.88,57.5
173.38,62.45
169.23,59.2
162.96,51.7
165.88,50.3
182.45,66.4
173.82,58.17
164.57,52.44
175.88,58.7
178.52,57.0
185.41,57.56
178.86,59.57
167.12,60.1
176.53,58.68
167.31,50.12
165.32,48.19
179.35,58.78
181.35,59.84
168.39,55.77
166.73,55.09
177.25,62.75
173.55,61.35
175.33,45.76
174.94,55.46
169.66,54.01
174.32,63.41
180.83,61.78
166.15,55.51
174.86,60.9
174.96,55.85
166.97,57.9
176.05,59.76
162.95,51.84
185.15,60.67
168.7,64.71
167.35,54.11
175.43,59.86
172.62,57.13
174.45,59.57
174.03,53.97
171.13,58.03
161.74,51.86
167.04,56.16
174.54,62.16
176.85,54.15
169.71,48.93
163.94,55.93
173.68,53.04
171.98,54.64
177.27,48.59
178.64,60.84
180.63,64.57
179.09,59.81
171.01,53.47
178.75,60.91
175.1,61.98
174.62,63.27
168.45,57.51
172.62,62.49
172.78,57.02
174.11,61.07
187.26,64.78
168.4,56.64
177.41,60.89
168.52,51.1
175.83,54.69
165.61,57.44
173.13,55.46
168.08,52.02
167.2,62.5
179.05,55.7
169.83,58.54
175.28,55.25
175.5,63.44
173.95,62.46
177.95,56.54
162.36,61.84
175.53,56.67
173.67,56.5
172.25,67.06
173.61,54.91
168.17,60.92
177.35,66.16
177.38,58.36
178.05,67.27
167.0,53.76
170.81,54.94
170.21,48.23
172.38,64.65
176.56,64.99
174.74,54.42
181.11,64.46
174.61,59.15
173.28,58.71
185.08,58.28
172.27,51.29
165.62,52.8
163.97,52.37
173.9,55.24
167.87,51.78
168.99,49.56
169.56,46.56
173.24,59.38
176.81,64.34
166.83,62.6
168.96,55.55
160.79,54.51
170.67,52.33
164.07,52.22
171.73,61.08
176.64,56.04
184.14,60.46
174.26,61.34
173.39,53.56
168.95,56.73
169.54,60.89
174.19,57.4
173.12,53.61
171.89,52.93
175.9,67.61
171.78,55.67
179.21,58.44
168.94,55.41
177.96,60.91
175.14,63.91
172.12,52.5
168.05,55.69
178.38,67.44
169.8,58.14
177.77,61.35
176.73,58.68
172.27,51.6
168.07,53.61
165.04,54.31
169.55,50.38
170.26,55.62
179.79,67.79
175.48,57.72
169.08,63.74
166.77,47.02
177.59,58.58
172.98,65.25
165.65,52.38
167.46,59.51
169.63,60.88
169.26,62.53
178.09,61.8
182.57,65.95
176.22,65.25
170.43,54.7
175.02,55.73
171.69,56.47
177.14,48.7
168.84,61.88
175.18,67.62
175.72,62.23
175.58,62.28
170.35,63.33
168.75,52.94
172.81,60.67
179.49,60.92
170.07,53.68
180.68,65.54
162.83,54.71
176.36,65.85
170.78,51.36
178.31,51.14
166.98,55.87
169.04,55.31
172.03,54.17
180.91,60.31
164.41,57.79
171.1,55.51
173.8,59.98
177.32,56.43
178.18,50.53
168.44,55.87
170.84,47.0
168.27,56.04
170.53,64.46
173.84,58.87
183.06,61.89
173.94,54.75
170.49,55.52
172.57,62.68
172.76,54.38
172.31,50.21
170.39,59.72
167.98,56.84
178.24,62.83
185.74,63.17
168.39,60.06
171.42,58.24
162.15,57.91
180.93,62.56
175.09,59.51
165.9,57.4
185.14,65.71
169.81,56.02
171.99,58.85
170.17,65.92
158.72,52.29
173.87,54.41
168.1,50.87
173.47,57.99
174.23,62.43
173.06,55.3
179.21,59.87
181.02,61.62
179.62,60.47
173.42,55.82
167.27,57.02
170.68,59.41
175.35,65.19
180.24,62.67
175.24,66.55
169.56,60.4
172.05,56.02
173.53,58.62
168.27,55.3
174.52,58.24
172.81,63.93
175.17,62.3
171.46,58.76
165.17,59.43
177.97,66.37
166.04,44.03
169.51,54.36
173.36,56.3
175.04,65.75
176.35,53.1
175.55,57.51
172.72,51.24
178.46,64.22
174.36,56.26
168.08,56.95
177.81,55.42
168.43,53.66
167.39,52.87
173.38,52.85
179.72,66.89
170.39,59.78
170.23,60.0
179.1,60.95
171.72,54.36
174.84,61.76
163.21,51.94
182.67,62.7
172.28,60.42
168.51,57.4
175.83,58.91
166.46,55.66
169.31,50.74
177.14,58.19
174.68,54.69
171.87,55.39
180.45,66.07
172.65,52.69
175.29,62.33
180.28,62.55
167.89,52.09
173.23,61.85
180.82,67.49
178.05,53.85
171.21,53.68
180.47,69.19
175.52,58.5
170.17,56.49
171.58,53.56
167.76,45.52
177.74,54.81
176.77,61.85
176.53,58.66
169.44,58.93
172.07,52.74
176.58,62.41
174.39,48.52
169.11,53.88
170.97,57.62
175.79,61.58
177.21,57.97
181.28,58.04
164.88,55.1
167.43,45.47
174.73,52.45
169.85,56.29
174.89,56.35
165.08,50.9
178.6,60.12
165.3,48.6
174.13,54.36
165.2,56.03
175.21,60.99
173.15,56.93
178.44,60.57
173.63,60.47
181.86,65.46
171.77,63.88
182.67,66.95
164.89,52.05
172.82,53.42
174.85,63.86
173.8,60.91
170.67,49.99
172.62,48.68
175.59,55.74
169.0,53.64
176.11,57.1
176.96,57.83
176.09,69.55
182.06,56.51
169.72,48.47
172.62,60.65
178.5,56.55
179.92,59.9
182.77,62.64
166.46,59.14
170.69,53.6
169.78,61.16
183.44,56.12
173.33,58.5
176.15,68.52
171.55,57.45
169.06,52.1
176.35,60.63
174.69,62.22
170.47,63.31
177.11,57.96
177.08,54.07
170.2,59.66
178.4,56.31
172.85,63.94
169.72,50.65
163.42,59.71
175.82,60.65
178.57,60.36
172.13,52.43
173.45,57.95
179.51,62.04
171.62,61.29
173.24,53.26
179.9,58.24
174.67,56.54
168.19,63.69
177.66,58.95
169.74,52.68
179.38,62.98
167.55,59.84
173.55,54.51
173.08,53.51
171.92,59.98
158.22,45.53
169.07,51.19
171.54,57.76
177.73,58.08
181.93,67.25
174.95,53.84
175.03,56.75
173.96,57.58
163.81,52.66
172.85,59.04
180.27,58.37
172.04,56.61
163.64,55.51
169.91,55.19
182.9,57.25
172.22,57.74
178.61,60.5
176.86,61.87
175.02,50.81
180.37,66.29
175.35,57.19
162.99,45.71
171.35,59.92
168.45,64.75
155.97,54.1
175.45,56.05
175.37,58.64
166.72,58.99
175.22,66.6
170.4,46.28
170.09,55.49
164.82,51.47
178.28,61.04
178.43,62.0
174.39,57.91
169.31,51.22
179.87,63.44
159.68,45.77
178.3,60.79
172.07,60.86
172.18,56.38
169.71,51.64
179.0,57.53
170.9,62.81
171.8,61.61
176.63,60.84
183.11,66.76
176.28,56.57
169.94,58.35
164.54,57.43
171.99,53.35
172.68,59.56
171.17,59.09
169.16,56.21
167.73,50.41
181.17,68.47
180.07,62.84
176.0,56.09
184.17,61.43
168.64,59.75
178.37,67.58
179.35,58.88
171.28,51.59
170.41,64.81
176.59,60.44
164.59,56.03
176.54,59.57
174.98,62.92
177.36,55.14
168.14,61.21
172.08,48.98
169.01,55.57
171.01,63.77
165.13,51.45
174.9,52.22
170.73,57.56
174.81,55.38
173.7,53.39
171.69,50.99
172.27,50.23
172.29,61.1
168.45,56.48
170.17,45.44
169.87,55.6
173.71,63.29
168.85,56.02
174.13,62.34
172.3,59.62
178.8,67.29
171.68,57.86
165.76,48.87
169.52,54.23
175.1,61.66
168.8,58.82
172.23,62.75
166.5,50.44
167.87,49.77
171.46,62.94
173.02,53.48
170.79,53.72
169.01,63.27
180.4,63.56
173.55,48.5
177.7,55.86
173.55,59.08
175.58,57.65
168.96,64.05
169.03,48.32
174.84,61.34
176.45,52.72
162.17,48.65
171.12,56.81
168.82,57.49
172.72,56.6
169.05,59.11
172.56,58.55
180.58,61.85
182.64,57.75
168.81,52.42
168.37,55.64
171.72,54.96
169.95,55.96
170.03,62.64
174.6,64.44
175.84,63.86
171.46,53.59
173.67,53.07
165.22,60.87
171.81,58.45
169.39,58.06
175.06,50.17
173.48,66.81
176.54,56.44
181.14,69.9
173.83,62.92
170.53,53.62
181.99,58.96
165.33,49.28
167.47,55.12
175.51,59.78
170.86,55.48
163.55,53.38
169.32,55.87
175.57,58.15
172.72,54.67
167.68,60.15
175.42,69.76
166.02,52.07
174.16,54.82
165.01,50.26
172.84,53.01
174.14,63.69
175.24,53.53
168.99,53.01
166.48,45.2
168.58,55.85
171.07,59.77
171.14,48.72
173.66,56.83
176.36,63.62
174.84,57.38
173.61,59.93
177.11,57.38
169.59,53.07
174.24,51.44
169.61,52.08
170.0,49.43
175.47,62.41
175.42,55.64
168.77,54.8
178.75,63.42
163.89,53.39
171.66,67.86
178.59,63.24
179.07,62.54
168.91,51.37
166.01,53.08
172.22,58.83
167.81,62.51
174.03,56.78
162.86,51.13
170.08,55.68
172.63,53.53
170.27,64.99
177.86,55.64
173.3,63.48
175.07,49.9
170.14,61.92
169.17,57.46
181.34,60.72
172.37,61.88
175.6,57.55
172.41,53.43
174.65,60.26
171.11,52.62
165.51,61.5
179.2,57.12
168.67,54.92
169.76,61.81
170.84,54.48
177.81,60.67
178.14,62.64
170.31,57.74
170.53,53.07
173.73,64.94
170.86,62.69
179.59,63.76
164.63,53.13
171.78,61.15
162.53,59.16
172.45,54.66
166.93,53.94
171.05,56.34
182.3,65.04
166.42,46.3
170.82,54.6
173.38,61.13
172.43,60.57
177.46,68.71
174.5,56.72
178.21,60.45
164.87,52.09
177.79,61.99
168.37,56.53
180.89,69.82
171.25,59.01
174.58,57.54
172.05,59.03
173.13,62.14
176.85,65.09
173.1,63.24
171.85,50.46
164.23,52.5
181.4,69.12
170.18,46.17
178.76,62.7
168.95,65.75
170.64,57.18
172.81,58.76
161.27,45.74
171.42,61.55
175.22,59.02
173.96,51.86
173.82,54.3
169.74,53.51
174.22,61.96
173.28,57.39
174.73,63.17
169.14,60.08
166.95,58.94
176.4,47.98
170.36,54.58
167.8,50.13
162.9,55.35
167.26,55.2
174.8,63.65
172.77,59.1
168.08,59.01
175.79,60.41
175.5,58.12
176.54,62.29
175.97,63.06
177.35,69.21
176.11,65.93
176.91,59.63
175.07,61.24
172.72,54.6
169.68,59.51
164.32,52.8
176.51,60.45
173.48,51.72
167.13,49.96
177.53,57.95
173.8,55.54
176.53,59.38
176.0,65.19
172.08,63.73
172.84,53.21
176.74,58.2
170.14,60.06
177.96,68.66
172.61,46.76
177.09,61.34
172.14,56.96
181.62,60.91
169.91,52.68
177.27,65.84
175.72,44.17
176.66,64.2
169.59,56.33
179.55,54.16
171.31,50.33
178.91,69.35
176.24,60.55
170.83,59.66
179.1,67.11
172.9,48.64
169.73,55.96
184.9,54.26
169.68,49.8
173.74,59.38
168.99,61.32
168.13,50.17
180.01,66.14
170.27,53.56
178.63,62.11
161.37,50.6
166.08,57.09
171.74,57.48
177.43,71.4
162.61,49.16
